family	type	auc
Forkhead box (FOX) factors{3.3.1}	all	0.81527
Forkhead box (FOX) factors{3.3.1}	all	0.87039
Forkhead box (FOX) factors{3.3.1}	all	0.85243
Forkhead box (FOX) factors{3.3.1}	all	0.86473
Forkhead box (FOX) factors{3.3.1}	all	0.86654
Forkhead box (FOX) factors{3.3.1}	all	0.86217
Forkhead box (FOX) factors{3.3.1}	all	0.82065
Forkhead box (FOX) factors{3.3.1}	all	0.83044
Forkhead box (FOX) factors{3.3.1}	all	0.87194
Forkhead box (FOX) factors{3.3.1}	all	0.80329
Forkhead box (FOX) factors{3.3.1}	all	0.84707
Forkhead box (FOX) factors{3.3.1}	all	0.80365
Forkhead box (FOX) factors{3.3.1}	all	0.82443
Forkhead box (FOX) factors{3.3.1}	all	0.74316
Forkhead box (FOX) factors{3.3.1}	all	0.7847
Forkhead box (FOX) factors{3.3.1}	all	0.69065
Forkhead box (FOX) factors{3.3.1}	all	0.50268
Forkhead box (FOX) factors{3.3.1}	all	0.4964
Forkhead box (FOX) factors{3.3.1}	all	0.61335
Forkhead box (FOX) factors{3.3.1}	all	0.48289
Forkhead box (FOX) factors{3.3.1}	all	0.6519
Forkhead box (FOX) factors{3.3.1}	all	0.44478
Forkhead box (FOX) factors{3.3.1}	all	0.4461
Forkhead box (FOX) factors{3.3.1}	all	0.46474
Forkhead box (FOX) factors{3.3.1}	all	0.67466
Forkhead box (FOX) factors{3.3.1}	all	0.77436
Forkhead box (FOX) factors{3.3.1}	all	0.78586
Forkhead box (FOX) factors{3.3.1}	all	0.74493
Forkhead box (FOX) factors{3.3.1}	all	0.50127
Forkhead box (FOX) factors{3.3.1}	all	0.80713
Forkhead box (FOX) factors{3.3.1}	all	0.43947
Forkhead box (FOX) factors{3.3.1}	all	0.67091
Forkhead box (FOX) factors{3.3.1}	all	0.84428
Forkhead box (FOX) factors{3.3.1}	all	0.90487
Forkhead box (FOX) factors{3.3.1}	all	0.91256
Forkhead box (FOX) factors{3.3.1}	all	0.91588
Forkhead box (FOX) factors{3.3.1}	all	0.90947
Forkhead box (FOX) factors{3.3.1}	all	0.90006
Forkhead box (FOX) factors{3.3.1}	all	0.91275
Forkhead box (FOX) factors{3.3.1}	all	0.88504
Forkhead box (FOX) factors{3.3.1}	all	0.8989
Forkhead box (FOX) factors{3.3.1}	all	0.86787
Forkhead box (FOX) factors{3.3.1}	all	0.89783
Forkhead box (FOX) factors{3.3.1}	all	0.91907
Forkhead box (FOX) factors{3.3.1}	all	0.88632
Forkhead box (FOX) factors{3.3.1}	all	0.88156
Forkhead box (FOX) factors{3.3.1}	all	0.91107
Forkhead box (FOX) factors{3.3.1}	all	0.92376
Forkhead box (FOX) factors{3.3.1}	all	0.92063
Forkhead box (FOX) factors{3.3.1}	all	0.93199
Forkhead box (FOX) factors{3.3.1}	all	0.93807
Forkhead box (FOX) factors{3.3.1}	all	0.9308
Forkhead box (FOX) factors{3.3.1}	all	0.90237
Forkhead box (FOX) factors{3.3.1}	all	0.92038
Forkhead box (FOX) factors{3.3.1}	all	0.91996
Forkhead box (FOX) factors{3.3.1}	all	0.91179
Forkhead box (FOX) factors{3.3.1}	all	0.89773
Forkhead box (FOX) factors{3.3.1}	all	0.90515
Forkhead box (FOX) factors{3.3.1}	all	0.91193
Forkhead box (FOX) factors{3.3.1}	all	0.90541
Forkhead box (FOX) factors{3.3.1}	all	0.90054
Forkhead box (FOX) factors{3.3.1}	all	0.83143
Forkhead box (FOX) factors{3.3.1}	all	0.7705
Forkhead box (FOX) factors{3.3.1}	all	0.76565
Forkhead box (FOX) factors{3.3.1}	all	0.78396
Forkhead box (FOX) factors{3.3.1}	all	0.78066
Forkhead box (FOX) factors{3.3.1}	all	0.93377
Forkhead box (FOX) factors{3.3.1}	all	0.90321
Forkhead box (FOX) factors{3.3.1}	all	0.87766
Forkhead box (FOX) factors{3.3.1}	all	0.84842
Forkhead box (FOX) factors{3.3.1}	all	0.84288
Forkhead box (FOX) factors{3.3.1}	all	0.8892
Forkhead box (FOX) factors{3.3.1}	all	0.89051
Forkhead box (FOX) factors{3.3.1}	all	0.93332
Forkhead box (FOX) factors{3.3.1}	all	0.89745
Forkhead box (FOX) factors{3.3.1}	all	0.8744
Forkhead box (FOX) factors{3.3.1}	all	0.92771
Forkhead box (FOX) factors{3.3.1}	all	0.91573
Forkhead box (FOX) factors{3.3.1}	all	0.92532
Forkhead box (FOX) factors{3.3.1}	all	0.93634
Forkhead box (FOX) factors{3.3.1}	all	0.92189
Forkhead box (FOX) factors{3.3.1}	all	0.93166
Forkhead box (FOX) factors{3.3.1}	all	0.93494
Forkhead box (FOX) factors{3.3.1}	all	0.92885
Forkhead box (FOX) factors{3.3.1}	all	0.9319
Forkhead box (FOX) factors{3.3.1}	all	0.85928
Forkhead box (FOX) factors{3.3.1}	all	0.86763
Forkhead box (FOX) factors{3.3.1}	all	0.85673
Forkhead box (FOX) factors{3.3.1}	all	0.90903
Forkhead box (FOX) factors{3.3.1}	all	0.93461
Forkhead box (FOX) factors{3.3.1}	all	0.76642
Forkhead box (FOX) factors{3.3.1}	all	0.77369
Forkhead box (FOX) factors{3.3.1}	all	0.91902
Forkhead box (FOX) factors{3.3.1}	all	0.91811
Forkhead box (FOX) factors{3.3.1}	all	0.91959
Forkhead box (FOX) factors{3.3.1}	all	0.90503
Forkhead box (FOX) factors{3.3.1}	all	0.90539
Forkhead box (FOX) factors{3.3.1}	all	0.90505
Forkhead box (FOX) factors{3.3.1}	all	0.89172
Forkhead box (FOX) factors{3.3.1}	all	0.89118
Forkhead box (FOX) factors{3.3.1}	all	0.89523
Forkhead box (FOX) factors{3.3.1}	all	0.93032
Forkhead box (FOX) factors{3.3.1}	all	0.91241
Forkhead box (FOX) factors{3.3.1}	all	0.91803
Forkhead box (FOX) factors{3.3.1}	all	0.92025
Forkhead box (FOX) factors{3.3.1}	all	0.91874
Forkhead box (FOX) factors{3.3.1}	all	0.89018
Forkhead box (FOX) factors{3.3.1}	all	0.91274
Forkhead box (FOX) factors{3.3.1}	all	0.91622
Forkhead box (FOX) factors{3.3.1}	all	0.88195
Forkhead box (FOX) factors{3.3.1}	all	0.92127
Forkhead box (FOX) factors{3.3.1}	all	0.86676
Forkhead box (FOX) factors{3.3.1}	all	0.87869
Forkhead box (FOX) factors{3.3.1}	all	0.79953
Forkhead box (FOX) factors{3.3.1}	all	0.82544
Forkhead box (FOX) factors{3.3.1}	all	0.72605
Forkhead box (FOX) factors{3.3.1}	all	0.47353
Forkhead box (FOX) factors{3.3.1}	all	0.47389
Forkhead box (FOX) factors{3.3.1}	all	0.6749
Forkhead box (FOX) factors{3.3.1}	all	0.50069
Forkhead box (FOX) factors{3.3.1}	all	0.7174
Forkhead box (FOX) factors{3.3.1}	all	0.48435
Forkhead box (FOX) factors{3.3.1}	all	0.48638
Forkhead box (FOX) factors{3.3.1}	all	0.49482
Forkhead box (FOX) factors{3.3.1}	all	0.73075
Forkhead box (FOX) factors{3.3.1}	all	0.84134
Forkhead box (FOX) factors{3.3.1}	all	0.88171
Forkhead box (FOX) factors{3.3.1}	all	0.83554
Forkhead box (FOX) factors{3.3.1}	all	0.54138
Forkhead box (FOX) factors{3.3.1}	all	0.87281
Forkhead box (FOX) factors{3.3.1}	all	0.45908
Forkhead box (FOX) factors{3.3.1}	all	0.73754
Forkhead box (FOX) factors{3.3.1}	all	0.54855
Forkhead box (FOX) factors{3.3.1}	all	0.56646
Forkhead box (FOX) factors{3.3.1}	all	0.62742
Forkhead box (FOX) factors{3.3.1}	all	0.59916
Forkhead box (FOX) factors{3.3.1}	all	0.59111
Forkhead box (FOX) factors{3.3.1}	all	0.58611
Forkhead box (FOX) factors{3.3.1}	all	0.54412
Forkhead box (FOX) factors{3.3.1}	all	0.61556
Forkhead box (FOX) factors{3.3.1}	all	0.63503
Forkhead box (FOX) factors{3.3.1}	all	0.59225
Forkhead box (FOX) factors{3.3.1}	all	0.62004
Forkhead box (FOX) factors{3.3.1}	all	0.59353
Forkhead box (FOX) factors{3.3.1}	all	0.60236
Forkhead box (FOX) factors{3.3.1}	all	0.60123
Forkhead box (FOX) factors{3.3.1}	all	0.54645
Forkhead box (FOX) factors{3.3.1}	all	0.59469
Forkhead box (FOX) factors{3.3.1}	all	0.60073
Forkhead box (FOX) factors{3.3.1}	all	0.63857
Forkhead box (FOX) factors{3.3.1}	all	0.62116
Forkhead box (FOX) factors{3.3.1}	all	0.6069
Forkhead box (FOX) factors{3.3.1}	all	0.57758
Forkhead box (FOX) factors{3.3.1}	all	0.63504
Forkhead box (FOX) factors{3.3.1}	all	0.57858
Forkhead box (FOX) factors{3.3.1}	all	0.57268
Forkhead box (FOX) factors{3.3.1}	all	0.52362
Forkhead box (FOX) factors{3.3.1}	all	0.6041
Forkhead box (FOX) factors{3.3.1}	all	0.59125
Forkhead box (FOX) factors{3.3.1}	all	0.59805
Forkhead box (FOX) factors{3.3.1}	all	0.62056
Forkhead box (FOX) factors{3.3.1}	all	0.48666
Forkhead box (FOX) factors{3.3.1}	all	0.47992
Forkhead box (FOX) factors{3.3.1}	all	0.5233
Forkhead box (FOX) factors{3.3.1}	all	0.52018
Forkhead box (FOX) factors{3.3.1}	all	0.5214
Forkhead box (FOX) factors{3.3.1}	all	0.62417
Forkhead box (FOX) factors{3.3.1}	all	0.5048
Forkhead box (FOX) factors{3.3.1}	all	0.51478
Forkhead box (FOX) factors{3.3.1}	all	0.55355
Forkhead box (FOX) factors{3.3.1}	all	0.56275
Forkhead box (FOX) factors{3.3.1}	all	0.61868
Forkhead box (FOX) factors{3.3.1}	all	0.593
Forkhead box (FOX) factors{3.3.1}	all	0.60989
Forkhead box (FOX) factors{3.3.1}	all	0.61172
Forkhead box (FOX) factors{3.3.1}	all	0.5777
Forkhead box (FOX) factors{3.3.1}	all	0.59072
Forkhead box (FOX) factors{3.3.1}	all	0.56487
Forkhead box (FOX) factors{3.3.1}	all	0.59065
Forkhead box (FOX) factors{3.3.1}	all	0.56822
Forkhead box (FOX) factors{3.3.1}	all	0.58034
Forkhead box (FOX) factors{3.3.1}	all	0.56193
Forkhead box (FOX) factors{3.3.1}	all	0.60521
Forkhead box (FOX) factors{3.3.1}	all	0.58699
Forkhead box (FOX) factors{3.3.1}	all	0.59621
Forkhead box (FOX) factors{3.3.1}	all	0.54942
Forkhead box (FOX) factors{3.3.1}	all	0.57886
Forkhead box (FOX) factors{3.3.1}	all	0.55093
Forkhead box (FOX) factors{3.3.1}	all	0.68635
Forkhead box (FOX) factors{3.3.1}	all	0.57161
Forkhead box (FOX) factors{3.3.1}	all	0.50478
Forkhead box (FOX) factors{3.3.1}	all	0.5233
Forkhead box (FOX) factors{3.3.1}	all	0.60113
Forkhead box (FOX) factors{3.3.1}	all	0.59241
Forkhead box (FOX) factors{3.3.1}	all	0.59905
Forkhead box (FOX) factors{3.3.1}	all	0.60047
Forkhead box (FOX) factors{3.3.1}	all	0.60427
Forkhead box (FOX) factors{3.3.1}	all	0.59228
Forkhead box (FOX) factors{3.3.1}	all	0.65606
Forkhead box (FOX) factors{3.3.1}	all	0.64187
Forkhead box (FOX) factors{3.3.1}	all	0.64242
Forkhead box (FOX) factors{3.3.1}	all	0.57879
Forkhead box (FOX) factors{3.3.1}	all	0.60531
Forkhead box (FOX) factors{3.3.1}	all	0.59001
Forkhead box (FOX) factors{3.3.1}	all	0.61492
Forkhead box (FOX) factors{3.3.1}	all	0.60179
Forkhead box (FOX) factors{3.3.1}	all	0.5854
Forkhead box (FOX) factors{3.3.1}	all	0.554
Forkhead box (FOX) factors{3.3.1}	all	0.53981
Forkhead box (FOX) factors{3.3.1}	all	0.56917
Forkhead box (FOX) factors{3.3.1}	all	0.52723
Forkhead box (FOX) factors{3.3.1}	all	0.57255
Forkhead box (FOX) factors{3.3.1}	all	0.53167
Forkhead box (FOX) factors{3.3.1}	all	0.50219
Forkhead box (FOX) factors{3.3.1}	all	0.48119
Forkhead box (FOX) factors{3.3.1}	all	0.48145
Forkhead box (FOX) factors{3.3.1}	all	0.44348
Forkhead box (FOX) factors{3.3.1}	all	0.45191
Forkhead box (FOX) factors{3.3.1}	all	0.51339
Forkhead box (FOX) factors{3.3.1}	all	0.4523
Forkhead box (FOX) factors{3.3.1}	all	0.54383
Forkhead box (FOX) factors{3.3.1}	all	0.4044
Forkhead box (FOX) factors{3.3.1}	all	0.38275
Forkhead box (FOX) factors{3.3.1}	all	0.40489
Forkhead box (FOX) factors{3.3.1}	all	0.50617
Forkhead box (FOX) factors{3.3.1}	all	0.51857
Forkhead box (FOX) factors{3.3.1}	all	0.60079
Forkhead box (FOX) factors{3.3.1}	all	0.58553
Forkhead box (FOX) factors{3.3.1}	all	0.39388
Forkhead box (FOX) factors{3.3.1}	all	0.6309
Forkhead box (FOX) factors{3.3.1}	all	0.39027
Forkhead box (FOX) factors{3.3.1}	all	0.4567
Forkhead box (FOX) factors{3.3.1}	all	0.73431
Forkhead box (FOX) factors{3.3.1}	all	0.78469
Forkhead box (FOX) factors{3.3.1}	all	0.80489
Forkhead box (FOX) factors{3.3.1}	all	0.79455
Forkhead box (FOX) factors{3.3.1}	all	0.81015
Forkhead box (FOX) factors{3.3.1}	all	0.79635
Forkhead box (FOX) factors{3.3.1}	all	0.79064
Forkhead box (FOX) factors{3.3.1}	all	0.78786
Forkhead box (FOX) factors{3.3.1}	all	0.79768
Forkhead box (FOX) factors{3.3.1}	all	0.76057
Forkhead box (FOX) factors{3.3.1}	all	0.78337
Forkhead box (FOX) factors{3.3.1}	all	0.8104
Forkhead box (FOX) factors{3.3.1}	all	0.7793
Forkhead box (FOX) factors{3.3.1}	all	0.7745
Forkhead box (FOX) factors{3.3.1}	all	0.81028
Forkhead box (FOX) factors{3.3.1}	all	0.81704
Forkhead box (FOX) factors{3.3.1}	all	0.81219
Forkhead box (FOX) factors{3.3.1}	all	0.84063
Forkhead box (FOX) factors{3.3.1}	all	0.8347
Forkhead box (FOX) factors{3.3.1}	all	0.82431
Forkhead box (FOX) factors{3.3.1}	all	0.81356
Forkhead box (FOX) factors{3.3.1}	all	0.82492
Forkhead box (FOX) factors{3.3.1}	all	0.82003
Forkhead box (FOX) factors{3.3.1}	all	0.77839
Forkhead box (FOX) factors{3.3.1}	all	0.78284
Forkhead box (FOX) factors{3.3.1}	all	0.81368
Forkhead box (FOX) factors{3.3.1}	all	0.81346
Forkhead box (FOX) factors{3.3.1}	all	0.78605
Forkhead box (FOX) factors{3.3.1}	all	0.79193
Forkhead box (FOX) factors{3.3.1}	all	0.68646
Forkhead box (FOX) factors{3.3.1}	all	0.6794
Forkhead box (FOX) factors{3.3.1}	all	0.68082
Forkhead box (FOX) factors{3.3.1}	all	0.70381
Forkhead box (FOX) factors{3.3.1}	all	0.70602
Forkhead box (FOX) factors{3.3.1}	all	0.83556
Forkhead box (FOX) factors{3.3.1}	all	0.78406
Forkhead box (FOX) factors{3.3.1}	all	0.7717
Forkhead box (FOX) factors{3.3.1}	all	0.7752
Forkhead box (FOX) factors{3.3.1}	all	0.76992
Forkhead box (FOX) factors{3.3.1}	all	0.81596
Forkhead box (FOX) factors{3.3.1}	all	0.79163
Forkhead box (FOX) factors{3.3.1}	all	0.85197
Forkhead box (FOX) factors{3.3.1}	all	0.80544
Forkhead box (FOX) factors{3.3.1}	all	0.80484
Forkhead box (FOX) factors{3.3.1}	all	0.81328
Forkhead box (FOX) factors{3.3.1}	all	0.79454
Forkhead box (FOX) factors{3.3.1}	all	0.81902
Forkhead box (FOX) factors{3.3.1}	all	0.81488
Forkhead box (FOX) factors{3.3.1}	all	0.81337
Forkhead box (FOX) factors{3.3.1}	all	0.8176
Forkhead box (FOX) factors{3.3.1}	all	0.8463
Forkhead box (FOX) factors{3.3.1}	all	0.84428
Forkhead box (FOX) factors{3.3.1}	all	0.84352
Forkhead box (FOX) factors{3.3.1}	all	0.757
Forkhead box (FOX) factors{3.3.1}	all	0.76869
Forkhead box (FOX) factors{3.3.1}	all	0.76213
Forkhead box (FOX) factors{3.3.1}	all	0.83098
Forkhead box (FOX) factors{3.3.1}	all	0.81929
Forkhead box (FOX) factors{3.3.1}	all	0.67577
Forkhead box (FOX) factors{3.3.1}	all	0.68545
Forkhead box (FOX) factors{3.3.1}	all	0.81676
Forkhead box (FOX) factors{3.3.1}	all	0.81697
Forkhead box (FOX) factors{3.3.1}	all	0.82439
Forkhead box (FOX) factors{3.3.1}	all	0.79609
Forkhead box (FOX) factors{3.3.1}	all	0.79816
Forkhead box (FOX) factors{3.3.1}	all	0.79595
Forkhead box (FOX) factors{3.3.1}	all	0.79041
Forkhead box (FOX) factors{3.3.1}	all	0.79422
Forkhead box (FOX) factors{3.3.1}	all	0.79051
Forkhead box (FOX) factors{3.3.1}	all	0.81446
Forkhead box (FOX) factors{3.3.1}	all	0.83732
Forkhead box (FOX) factors{3.3.1}	all	0.83023
Forkhead box (FOX) factors{3.3.1}	all	0.83414
Forkhead box (FOX) factors{3.3.1}	all	0.83681
Forkhead box (FOX) factors{3.3.1}	all	0.77124
Forkhead box (FOX) factors{3.3.1}	all	0.78545
Forkhead box (FOX) factors{3.3.1}	all	0.78652
Forkhead box (FOX) factors{3.3.1}	all	0.74994
Forkhead box (FOX) factors{3.3.1}	all	0.7839
Forkhead box (FOX) factors{3.3.1}	all	0.74839
Forkhead box (FOX) factors{3.3.1}	all	0.77416
Forkhead box (FOX) factors{3.3.1}	all	0.72727
Forkhead box (FOX) factors{3.3.1}	all	0.73308
Forkhead box (FOX) factors{3.3.1}	all	0.66925
Forkhead box (FOX) factors{3.3.1}	all	0.48543
Forkhead box (FOX) factors{3.3.1}	all	0.49948
Forkhead box (FOX) factors{3.3.1}	all	0.61545
Forkhead box (FOX) factors{3.3.1}	all	0.4871
Forkhead box (FOX) factors{3.3.1}	all	0.65881
Forkhead box (FOX) factors{3.3.1}	all	0.43057
Forkhead box (FOX) factors{3.3.1}	all	0.44837
Forkhead box (FOX) factors{3.3.1}	all	0.46337
Forkhead box (FOX) factors{3.3.1}	all	0.67023
Forkhead box (FOX) factors{3.3.1}	all	0.7436
Forkhead box (FOX) factors{3.3.1}	all	0.79446
Forkhead box (FOX) factors{3.3.1}	all	0.75914
Forkhead box (FOX) factors{3.3.1}	all	0.48579
Forkhead box (FOX) factors{3.3.1}	all	0.80603
Forkhead box (FOX) factors{3.3.1}	all	0.47367
Forkhead box (FOX) factors{3.3.1}	all	0.6587
Forkhead box (FOX) factors{3.3.1}	all	0.77683
Forkhead box (FOX) factors{3.3.1}	all	0.82164
Forkhead box (FOX) factors{3.3.1}	all	0.8211
Forkhead box (FOX) factors{3.3.1}	all	0.82908
Forkhead box (FOX) factors{3.3.1}	all	0.84134
Forkhead box (FOX) factors{3.3.1}	all	0.82633
Forkhead box (FOX) factors{3.3.1}	all	0.83604
Forkhead box (FOX) factors{3.3.1}	all	0.80552
Forkhead box (FOX) factors{3.3.1}	all	0.81044
Forkhead box (FOX) factors{3.3.1}	all	0.78573
Forkhead box (FOX) factors{3.3.1}	all	0.8146
Forkhead box (FOX) factors{3.3.1}	all	0.84105
Forkhead box (FOX) factors{3.3.1}	all	0.79812
Forkhead box (FOX) factors{3.3.1}	all	0.79971
Forkhead box (FOX) factors{3.3.1}	all	0.82583
Forkhead box (FOX) factors{3.3.1}	all	0.84297
Forkhead box (FOX) factors{3.3.1}	all	0.84047
Forkhead box (FOX) factors{3.3.1}	all	0.86746
Forkhead box (FOX) factors{3.3.1}	all	0.86864
Forkhead box (FOX) factors{3.3.1}	all	0.86787
Forkhead box (FOX) factors{3.3.1}	all	0.83984
Forkhead box (FOX) factors{3.3.1}	all	0.84974
Forkhead box (FOX) factors{3.3.1}	all	0.85559
Forkhead box (FOX) factors{3.3.1}	all	0.81866
Forkhead box (FOX) factors{3.3.1}	all	0.81417
Forkhead box (FOX) factors{3.3.1}	all	0.83826
Forkhead box (FOX) factors{3.3.1}	all	0.84378
Forkhead box (FOX) factors{3.3.1}	all	0.82239
Forkhead box (FOX) factors{3.3.1}	all	0.81535
Forkhead box (FOX) factors{3.3.1}	all	0.74196
Forkhead box (FOX) factors{3.3.1}	all	0.7461
Forkhead box (FOX) factors{3.3.1}	all	0.74101
Forkhead box (FOX) factors{3.3.1}	all	0.74956
Forkhead box (FOX) factors{3.3.1}	all	0.76906
Forkhead box (FOX) factors{3.3.1}	all	0.86509
Forkhead box (FOX) factors{3.3.1}	all	0.82884
Forkhead box (FOX) factors{3.3.1}	all	0.80926
Forkhead box (FOX) factors{3.3.1}	all	0.79318
Forkhead box (FOX) factors{3.3.1}	all	0.78489
Forkhead box (FOX) factors{3.3.1}	all	0.81991
Forkhead box (FOX) factors{3.3.1}	all	0.81622
Forkhead box (FOX) factors{3.3.1}	all	0.87307
Forkhead box (FOX) factors{3.3.1}	all	0.82981
Forkhead box (FOX) factors{3.3.1}	all	0.80945
Forkhead box (FOX) factors{3.3.1}	all	0.85576
Forkhead box (FOX) factors{3.3.1}	all	0.84402
Forkhead box (FOX) factors{3.3.1}	all	0.85424
Forkhead box (FOX) factors{3.3.1}	all	0.87074
Forkhead box (FOX) factors{3.3.1}	all	0.84722
Forkhead box (FOX) factors{3.3.1}	all	0.8553
Forkhead box (FOX) factors{3.3.1}	all	0.87629
Forkhead box (FOX) factors{3.3.1}	all	0.87047
Forkhead box (FOX) factors{3.3.1}	all	0.87317
Forkhead box (FOX) factors{3.3.1}	all	0.78645
Forkhead box (FOX) factors{3.3.1}	all	0.78224
Forkhead box (FOX) factors{3.3.1}	all	0.78077
Forkhead box (FOX) factors{3.3.1}	all	0.83333
Forkhead box (FOX) factors{3.3.1}	all	0.86826
Forkhead box (FOX) factors{3.3.1}	all	0.70024
Forkhead box (FOX) factors{3.3.1}	all	0.70933
Forkhead box (FOX) factors{3.3.1}	all	0.84487
Forkhead box (FOX) factors{3.3.1}	all	0.83812
Forkhead box (FOX) factors{3.3.1}	all	0.84266
Forkhead box (FOX) factors{3.3.1}	all	0.82735
Forkhead box (FOX) factors{3.3.1}	all	0.82835
Forkhead box (FOX) factors{3.3.1}	all	0.825
Forkhead box (FOX) factors{3.3.1}	all	0.79858
Forkhead box (FOX) factors{3.3.1}	all	0.7986
Forkhead box (FOX) factors{3.3.1}	all	0.80935
Forkhead box (FOX) factors{3.3.1}	all	0.85221
Forkhead box (FOX) factors{3.3.1}	all	0.85033
Forkhead box (FOX) factors{3.3.1}	all	0.85805
Forkhead box (FOX) factors{3.3.1}	all	0.8539
Forkhead box (FOX) factors{3.3.1}	all	0.85497
Forkhead box (FOX) factors{3.3.1}	all	0.79599
Forkhead box (FOX) factors{3.3.1}	all	0.83392
Forkhead box (FOX) factors{3.3.1}	all	0.82308
Forkhead box (FOX) factors{3.3.1}	all	0.79192
Forkhead box (FOX) factors{3.3.1}	all	0.84129
Forkhead box (FOX) factors{3.3.1}	all	0.79445
Forkhead box (FOX) factors{3.3.1}	all	0.80031
Forkhead box (FOX) factors{3.3.1}	all	0.7601
Forkhead box (FOX) factors{3.3.1}	all	0.80145
Forkhead box (FOX) factors{3.3.1}	all	0.71008
Forkhead box (FOX) factors{3.3.1}	all	0.4909
Forkhead box (FOX) factors{3.3.1}	all	0.47558
Forkhead box (FOX) factors{3.3.1}	all	0.62136
Forkhead box (FOX) factors{3.3.1}	all	0.49209
Forkhead box (FOX) factors{3.3.1}	all	0.66258
Forkhead box (FOX) factors{3.3.1}	all	0.45833
Forkhead box (FOX) factors{3.3.1}	all	0.46815
Forkhead box (FOX) factors{3.3.1}	all	0.47746
Forkhead box (FOX) factors{3.3.1}	all	0.71128
Forkhead box (FOX) factors{3.3.1}	all	0.80649
Forkhead box (FOX) factors{3.3.1}	all	0.84477
Forkhead box (FOX) factors{3.3.1}	all	0.79287
Forkhead box (FOX) factors{3.3.1}	all	0.51725
Forkhead box (FOX) factors{3.3.1}	all	0.82927
Forkhead box (FOX) factors{3.3.1}	all	0.47187
Forkhead box (FOX) factors{3.3.1}	all	0.69322
Forkhead box (FOX) factors{3.3.1}	all	0.60814
Forkhead box (FOX) factors{3.3.1}	all	0.64687
Forkhead box (FOX) factors{3.3.1}	all	0.66286
Forkhead box (FOX) factors{3.3.1}	all	0.6539
Forkhead box (FOX) factors{3.3.1}	all	0.64976
Forkhead box (FOX) factors{3.3.1}	all	0.6531
Forkhead box (FOX) factors{3.3.1}	all	0.65956
Forkhead box (FOX) factors{3.3.1}	all	0.65348
Forkhead box (FOX) factors{3.3.1}	all	0.63826
Forkhead box (FOX) factors{3.3.1}	all	0.64983
Forkhead box (FOX) factors{3.3.1}	all	0.65147
Forkhead box (FOX) factors{3.3.1}	all	0.66493
Forkhead box (FOX) factors{3.3.1}	all	0.65611
Forkhead box (FOX) factors{3.3.1}	all	0.64357
Forkhead box (FOX) factors{3.3.1}	all	0.64509
Forkhead box (FOX) factors{3.3.1}	all	0.66489
Forkhead box (FOX) factors{3.3.1}	all	0.65943
Forkhead box (FOX) factors{3.3.1}	all	0.68446
Forkhead box (FOX) factors{3.3.1}	all	0.67667
Forkhead box (FOX) factors{3.3.1}	all	0.67018
Forkhead box (FOX) factors{3.3.1}	all	0.64708
Forkhead box (FOX) factors{3.3.1}	all	0.64742
Forkhead box (FOX) factors{3.3.1}	all	0.64886
Forkhead box (FOX) factors{3.3.1}	all	0.63116
Forkhead box (FOX) factors{3.3.1}	all	0.66146
Forkhead box (FOX) factors{3.3.1}	all	0.64132
Forkhead box (FOX) factors{3.3.1}	all	0.65251
Forkhead box (FOX) factors{3.3.1}	all	0.65177
Forkhead box (FOX) factors{3.3.1}	all	0.64472
Forkhead box (FOX) factors{3.3.1}	all	0.59096
Forkhead box (FOX) factors{3.3.1}	all	0.65822
Forkhead box (FOX) factors{3.3.1}	all	0.65636
Forkhead box (FOX) factors{3.3.1}	all	0.6607
Forkhead box (FOX) factors{3.3.1}	all	0.65351
Forkhead box (FOX) factors{3.3.1}	all	0.66882
Forkhead box (FOX) factors{3.3.1}	all	0.64419
Forkhead box (FOX) factors{3.3.1}	all	0.64285
Forkhead box (FOX) factors{3.3.1}	all	0.6469
Forkhead box (FOX) factors{3.3.1}	all	0.63922
Forkhead box (FOX) factors{3.3.1}	all	0.67474
Forkhead box (FOX) factors{3.3.1}	all	0.62966
Forkhead box (FOX) factors{3.3.1}	all	0.6677
Forkhead box (FOX) factors{3.3.1}	all	0.64567
Forkhead box (FOX) factors{3.3.1}	all	0.65675
Forkhead box (FOX) factors{3.3.1}	all	0.63397
Forkhead box (FOX) factors{3.3.1}	all	0.62211
Forkhead box (FOX) factors{3.3.1}	all	0.65367
Forkhead box (FOX) factors{3.3.1}	all	0.64181
Forkhead box (FOX) factors{3.3.1}	all	0.66794
